,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,application_type,pub_rec_bankruptcies,emp_length_range
13247,783644,986782,12175,12175,12150, 60 months,14.79%,288.31,C,C4,"Nintendo of America, Inc",6 years,RENT,28800,Verified,6/1/2011,Current,n,  Borrower added on 06/14/11 > I want consolidate my dept example my credit cards<br/> Borrower added on 06/14/11 > dept consolidation my credit card<br/> Borrower added on 06/14/11 > dept consolidation credit card<br/> Borrower added on 06/16/11 > sorry misspelled  debt consolidation<br/> Borrower added on 06/19/11 > I need money to pay off all my credit card Debt.  Pay on one payment.  I will pay the payment on time<br/> Borrower added on 06/22/11 > Debt consolidation.  If I get the money  it will more helpful to pay the credit cards. I will pay one payment<br/> Borrower added on 06/27/11 > I Have very stable Job.  I work as a full time employee for more than 6 Years.  I will use the fund very carefully and  the payment to the loan on time.<br/>,other,dept consolidation,980xx,WA,20.79,0,Dec-90,1,43,,7,0,2799,26.40%,24,f,572.46,571.26,16709.89,16675.62,11602.54,5107.35,0,0,0,16-May,288.31,16-May,INDIVIDUAL,0,0-10 years
13250,771090,972827,12000,12000,12000, 60 months,18.79%,309.91,E,E3,Allied Home Mortgage Corporation,9 years,MORTGAGE,72000,Source Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/13/11 > The utilization of these funds will eliminate the balance of two high interest credit cards, one used for medical emergency the other home improvements. The $389 a month being saved will be applied to a savings account, diminishing any consideration for use of said cards in the future.<br/>",debt_consolidation,Consolidation -reduce payments $ 389,773xx,TX,12.33,0,6-Nov,1,,,6,0,12015,51.80%,7,f,0,0,5225.49,5225.49,1897.54,2749.9,0,578.05,5.34,12-Nov,329.04,13-Mar,INDIVIDUAL,0,0-10 years
13267,785197,988471,2000,2000,2000, 36 months,18.39%,72.7,E,E2,MD State Highway Administration,10+ years,MORTGAGE,72000,Not Verified,6/1/2011,Charged Off,n,,other,Auto Repair Loan,216xx,MD,15.62,0,Dec-98,0,66,37,6,1,4766,99.30%,14,f,0,0,708.1,708.1,401.34,251.07,0,55.69,0.57,12-Apr,72.7,12-Aug,INDIVIDUAL,0,10+ years
13268,785069,988336,15000,15000,15000, 60 months,13.99%,348.95,C,C3,Gelber Group,< 1 year,MORTGAGE,75000,Not Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/13/11 > Looking to Consolidate my two credit cards of 7500 each.  Stable income, Ivy League Degree.  Looking to be Debt Free with a fixed payment.<br/>",debt_consolidation,Debt Consolidation,334xx,FL,15.95,0,Dec-99,3,,,11,0,20934,44.60%,35,f,0,0,8624.33,8624.33,4553.13,3457.77,0,613.43,6,13-May,348.95,13-Oct,INDIVIDUAL,0,0 years
13271,783200,986284,6450,6450,6450, 60 months,19.69%,169.78,E,E5,Temp Force / Department of Health,5 years,RENT,23000,Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/13/11 > I plan to use this loan in two parts, one is to get rid of a small charge card debt, so it will be paid in full and locked away for the rest of the year and then some months. The other part of the loan is to help pay off most of my credit card balance on my other card so I get this card paid off faster, and hope in full by the end of the year or less. I pay all my bills on time and since i did a few cuts on things, the pay back amount of this loan fits very well in my monthly budget right now. I been working at my location going on almost six years now and raises don't come at all, so with a little help from this loan it helps me get a lot closer to being credit card free or should i say lean one day soon. Thanks for you helping me.<br/>",credit_card,Credit Card Relieve,111xx,NY,22.12,0,Jan-96,0,,,3,0,12981,97.60%,3,f,0,0,6364.28,6364.28,2150.08,2443.08,0,1771.12,301.0904,13-Nov,30.45,16-Apr,INDIVIDUAL,0,0-10 years
13278,785053,988320,10000,6800,6800, 36 months,6.99%,209.94,A,A3,"R. Young Enterprises, Inc.",1 year,MORTGAGE,57000,Not Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/20/11 > I intend to use the funds for the addition of two rooms to my existing residence.  I have never defaulted with any loan.  I have excellent credit.  The last i checked, my credit score was approx. 790.  My budget for this project is $10,000.00.  I've been in my line of work (construction industry) for over 10 years.<br/>",home_improvement,Home Improvement Loan,917xx,CA,17.24,0,Nov-91,1,,,10,0,45010,2.90%,38,f,0,0,3145.2,3145.2,2658.51,486.69,0,0,0,12-Oct,209.94,16-May,INDIVIDUAL,0,0-10 years
13282,785018,988282,19950,19950,19925, 60 months,10.99%,433.67,B,B3,WL Gore,7 years,MORTGAGE,130000,Verified,6/1/2011,Current,n,,debt_consolidation,Debt Consolidation,201xx,VA,5,0,Dec-96,0,31,,5,0,20267,36.70%,18,f,883.41,882.27,25110.08,25078.67,19066.59,6043.49,0,0,0,16-May,433.67,16-Apr,INDIVIDUAL,0,0-10 years
13287,784918,988173,7500,7500,7500, 36 months,10.59%,244.09,B,B2,town of cicero,10+ years,RENT,36000,Not Verified,6/1/2011,Charged Off,n,,debt_consolidation,Debt Consolidation Loan,608xx,IL,7.6,0,Jul-98,2,,,12,0,7838,18.10%,29,f,0,0,3688.23,3688.23,3045.09,643.14,0,0,0,12-Jul,244.09,16-May,INDIVIDUAL,0,10+ years
13299,784764,988011,10000,10000,9975, 60 months,20.25%,266.34,F,F1,Hayward Unified School District,10+ years,RENT,56000,Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/14/11 > I am willing to pay a 20% plus rate and provide any necessary information or documents needed to have this loan fully funded. With this loan my wedding will be paid for and I will only have one monthly payment, rather than multiple payments.  Thank you for all of your support.<br/>",wedding,Wedding,945xx,CA,13.07,1,Oct-98,0,6,,8,0,5566,26.70%,20,f,0,0,2135.09,2129.78,608.97,984.27,0,541.85,97.533,12-Jan,266.34,12-May,INDIVIDUAL,0,10+ years
13301,784725,987970,25000,17150,17150, 60 months,19.69%,451.42,E,E5,Milwaukee Fire Dept.,10+ years,MORTGAGE,73000,Verified,6/1/2011,Current,n,,home_improvement,MFD loan,532xx,WI,19.27,0,Oct-93,2,52,,14,0,30403,65.50%,41,f,899.94,899.94,26142.18,26142.18,16250.06,9892.12,0,0,0,16-May,451.42,16-May,INDIVIDUAL,0,10+ years
13305,784643,987872,12000,11550,11475, 36 months,5.42%,348.35,A,A1,navy,2 years,RENT,36000,Source Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/13/11 > LOAN IS tO PUchASE A DREAM OF LIFE tIME.<br/> Borrower added on 06/13/11 > vERY StABLE A GOOD BORROWER PER MY cREDI SORE<br/> Borrower added on 06/13/11 > this is loan is to help in the aquisition of a special nitch retail business, that has been operating for 12 years, wtih an enviable profit record. this money will help aquire the business and expand the business, am good borrower as evidenced by my excellent credit score with very stable job. this is a dream of a lif time purchase<br/> Borrower added on 06/19/11 > i would like to thank each and everyone of you who has invested in funding ths loan. your investment will not go to waste, it will yield the expected returns you hope to receiveon it. for you prospective investors out there, i encourage you to jump onboard and make this dream come true for your investments will not be in vain either. i look forward to having you all help me in bringing this project to fruition. thanks once again<br/> Borrower added on 06/23/11 > with your help this loan has come a long way to surpassing the 50% mark and heading to a 100% funding. with only 4 more days to go, am still counting on your support to hit this great mile stone.<br/> Borrower added on 06/26/11 > guys am here for the rest of time before this loan close so if<br/> Borrower added on 06/26/11 > guys am here for the remaining time before this closes by tomorrow so if anybody has any question please feel free to post it and I, ll happy to answer them.we are a little over 10% to go, so please sign and invest.thanks<br/>",major_purchase,Major Purchase Loan,322xx,FL,11.77,0,4-Aug,0,,,9,0,3639,14.80%,12,f,0,0,8707.9,8651.5,7798.14,886.11,0,23.65,8.48,13-Aug,348.35,13-Aug,INDIVIDUAL,0,0-10 years
13306,775135,977371,28000,17600,17575, 60 months,11.99%,391.42,B,B5,Department of the Interior,2 years,MORTGAGE,107000,Verified,6/1/2011,Current,n,"  Borrower added on 06/13/11 > Recently purchased a home, put $30,000 down payment for a home that cost $130,000, and now we would like to do some remodeling of the kitchen, master bedroom, and bathroom.<br/> Borrower added on 06/24/11 > I'm a permanent federal government employee (GS-13); therefore, I have a very stable, reliable income, have never defaulted or been late on any payments, and would be very dependable on this loan.<br/>",home_improvement,Building Addition to New Home,976xx,OR,13.67,0,Nov-98,2,,,9,0,18751,27.20%,22,f,800.18,798.96,22656.48,22624.42,16799.82,5856.66,0,0,0,16-May,391.42,16-May,INDIVIDUAL,0,0-10 years
13313,784580,987808,6000,6000,6000, 36 months,9.99%,193.58,B,B1,AFFILIATED COMPUTER SERVICES,2 years,RENT,43000,Source Verified,6/1/2011,Charged Off,n,,credit_card,Credit Card Loan,276xx,NC,22.58,0,Aug-97,1,,,17,0,1337,14.10%,20,f,0,0,2926.73,2926.73,2118.84,585.54,0,222.35,2.3,12-Aug,193.58,13-Feb,INDIVIDUAL,0,0-10 years
13318,784434,987646,25000,25000,24975, 60 months,10.99%,543.44,B,B3,,10+ years,MORTGAGE,62695,Verified,6/1/2011,Charged Off,n,  Borrower added on 06/16/11 > - My APR's range from 13-24%. I am looking to consolidate them to a lower rate  <br/>-I have not been deliquent or submitted late payment to any creditors<br/>-Credit Rating is excellent<br/>,debt_consolidation,GC CONSOLIDATION,088xx,NJ,3.79,0,Oct-78,0,24,,11,0,7074,15.50%,31,f,0,0,16344.54,16328.25,9163.1,4965.01,0,2216.43,22.1643,13-Oct,33.54,16-May,INDIVIDUAL,0,10+ years
13335,780946,983762,5000,5000,5000, 36 months,12.99%,168.45,C,C1,,n/a,RENT,30000,Not Verified,6/1/2011,Charged Off,n,,debt_consolidation,debt consolodation,150xx,PA,4,0,Sep-99,2,55,,5,0,1971,24.60%,15,f,0,0,1344.56,1344.56,947.87,396.69,0,0,0,12-Mar,168.45,11-Dec,INDIVIDUAL,0,n/a
13336,784098,987274,25500,20000,19975, 60 months,18.79%,516.51,E,E3,Johnson & Wales University,10+ years,RENT,51000,Verified,6/1/2011,Current,n,  Borrower added on 06/12/11 > Would like to consolidate all of my bills.<br/>,debt_consolidation,Debt Consolidation Loan,028xx,RI,18.02,1,Apr-94,0,14,,16,0,12276,61.10%,22,f,1023.3,1021.95,29928.46,29891.19,18976.7,10951.76,0,0,0,16-May,516.51,16-Apr,INDIVIDUAL,0,10+ years
13340,782699,985714,14400,14400,14400, 60 months,11.99%,320.25,B,B5,State Compensation Insurance Fund,6 years,RENT,34800,Source Verified,6/1/2011,Charged Off,n,  Borrower added on 06/13/11 > I plan to use the funds to consolidate my debt. I have a good credit score and I make all my payments on time. I currently have a job as a State worker and I'm very reliable.<br/>,debt_consolidation,Debt Consolidation,913xx,CA,23.9,0,Sep-78,0,,,6,0,23079,66.70%,16,f,0,0,4802.57,4802.57,2829.71,1958.59,0,14.27,0,12-Oct,320.25,16-May,INDIVIDUAL,0,0-10 years
13341,784060,987234,2800,2800,2800, 36 months,8.49%,88.38,A,A5,,n/a,MORTGAGE,15204,Not Verified,6/1/2011,Charged Off,n,  Borrower added on 06/14/11 > I would like to get a loan to take my mom on a vacation before she dies. Her health isn't too good and she has always wanted to go to the Grand Ole Opry. I would like to take her if I could.<br/>,other,Pesonal,618xx,IL,22.65,0,6-Mar,2,,,5,0,7701,29.20%,7,f,0,0,1413.44,1413.44,1148.27,254.77,0,10.4,0,12-Nov,88.38,16-May,INDIVIDUAL,0,n/a
13345,783962,987126,8000,8000,8000, 60 months,16.49%,196.64,D,D3,Columbia Bank,10+ years,MORTGAGE,70000,Source Verified,6/1/2011,Charged Off,n,  Borrower added on 06/12/11 > debit consolidation<br/> Borrower added on 06/12/11 > consolidation of high interest credit cards<br/>,debt_consolidation,consoildation,320xx,FL,11.23,0,Jan-84,2,46,106,22,1,11344,51.60%,46,f,0,0,4479.84,4479.84,536.25,638.79,0,3304.8,561.816,11-Dec,196.64,16-May,INDIVIDUAL,1,10+ years
13353,760372,960640,20000,20000,19975, 60 months,19.69%,526.44,E,E5,Texas Department of Insurance,10+ years,RENT,58000,Verified,6/1/2011,Current,n,"  Borrower added on 06/14/11 > I've been employed 21 years at the same business. I have 8 credit cards with high interest rates ranging from 22.8% to 25.99%. I have had several medical issues. I have two vehicles have some unexpected, high dollar repairs. I want to completely pay off the high rate credit cards and at least cut in half the amount owed on the others or pay them off. I pay $871 per month in rent, $110 in utilities, $145 in insurance and I pay approximately $850 in monthly payments on the credit cards.<br/>",debt_consolidation,Debt Consolidation Loan,787xx,TX,23.26,0,Nov-00,0,,,14,0,23915,68.90%,24,f,1069.04,1067.65,30403.24,30365.38,18930.96,11472.28,0,0,0,16-May,526.44,16-May,INDIVIDUAL,0,10+ years
13358,783561,986688,6000,6000,6000, 36 months,7.49%,186.61,A,A4,La curacao,6 years,RENT,48000,Not Verified,6/1/2011,Charged Off,n,,car,Pay off my Car loan,927xx,CA,25.85,0,2-Aug,0,,,11,0,4286,27.80%,16,f,0,0,1574.77,1574.77,1060.46,241.61,0,272.7,49.086,12-Feb,186.61,12-Jun,INDIVIDUAL,0,0-10 years
13364,783326,986429,3625,3625,3625, 36 months,10.59%,117.98,B,B2,"GCE, Inc.",2 years,RENT,58000,Source Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/14/11 > I'm very grateful for this and will never forget it forever. If there is any chace to even get the 100% finance, this wedding would be even be better and I would be very appreciative even more.<br/>",wedding,MyLove11,201xx,VA,13.3,0,Oct-98,0,,,6,0,367,30.60%,12,f,0,0,390.76,390.76,172.2,63.02,0,155.54,1.46,11-Aug,117.98,12-Jan,INDIVIDUAL,0,0-10 years
13375,783173,986255,6000,6000,5975, 36 months,10.59%,195.27,B,B2,World Security Bureau,< 1 year,RENT,19200,Not Verified,6/1/2011,Charged Off,n,  Borrower added on 06/11/11 > I will use this money to consolidate my credit card bills. I feel that it is easier to pay a set amount of money for a specific time frame than to keep paying credit card companies over many of years. I am a good borrower and always repays my debt.<br/>,debt_consolidation,Helping ,606xx,IL,12.31,0,Oct-00,1,,,9,0,5815,49.70%,15,f,0,0,3127.85,3114.83,2263.22,656.51,0,208.12,37.4616,12-Oct,195.27,13-Feb,INDIVIDUAL,0,0 years
13381,783020,986090,12000,12000,12000, 60 months,18.79%,309.91,E,E3,BCT PRINTING,10+ years,RENT,40000,Source Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/11/11 > CONSOLIDATION<br/> Borrower added on 06/14/11 > Bank Confirmed<br/>Continued employment prospect - Excellent<br/>Grateful to lending club for this opportunity<br/> Borrower added on 06/15/11 > My rent is low, no car payments - low insurance. The estimated loan payment is less than what I now pay now.<br/> Borrower added on 06/18/11 > Being able to see just one bill will reduce anxiety - create greater financial vision and future planning.<br/>",debt_consolidation,DEBT CONSOLIDATION,891xx,NV,20.52,0,Oct-95,1,,93,11,1,13503,78.30%,21,f,0,0,1543.4,1543.4,626.96,916.44,0,0,0,11-Dec,309.91,16-May,INDIVIDUAL,1,10+ years
13390,782425,985412,4800,4800,4800, 36 months,8.90%,152.42,A,A5,Five County Assoc of Governments,6 years,MORTGAGE,24600,Not Verified,6/1/2011,Charged Off,n,"I am requesting a loan in order to purchase a lower mpg vehicle. I am researching and will bid on used vehicles with high ratings, lower mileage, and high mpg.",car,"Mazda Miata ""Smurf"" Blue",847xx,UT,7.85,0,Jul-99,1,24,,4,0,877,28.50%,21,f,0,0,1977.95,1977.95,1585.3,392.65,0,0,0,12-Jul,152.42,16-May,INDIVIDUAL,0,0-10 years
13392,782727,985745,24000,16450,16425, 60 months,18.07%,418.35,D,D4,GT Midwest,10+ years,RENT,72000,Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/11/11 > funds will be used to pay off higher interest debt. I have been employed at the same company for 16 years, never defaulted on a loan.<br/>",debt_consolidation,Debt consolidation,641xx,MO,21.08,1,Apr-93,2,9,,7,0,19662,80.60%,23,f,0,0,2503.26,2499.48,1060.27,1442.99,0,0,0,11-Dec,418.35,16-May,INDIVIDUAL,0,10+ years
13396,782387,985372,9600,9600,9600, 60 months,20.20%,255.42,E,E3,ace metal craft,< 1 year,OWN,35004,Source Verified,6/1/2011,Charged Off,n,  Borrower added on 06/10/11 > I have a very good job I pay all my bills on time and I have a constaint flow of money into my account at all times I will have no problem paying back the loan due to the fact that I only spend money when it is needed<br/>,debt_consolidation,Debt Consolidation Loan,601xx,IL,5.52,0,7-Feb,2,,,5,0,5167,68.80%,9,f,0,0,9689.08,9689.08,4409.62,4530.08,0,749.38,7.493800004,14-Jun,28.8,14-Oct,INDIVIDUAL,0,0 years
13400,782572,985575,15975,15975,15975, 60 months,20.99%,432.09,E,E5,Leam Drilling Systems,8 years,MORTGAGE,225000,Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/10/11 > Loan for a non criminal lawyer. My monthly expenses average $5,000.<br/>",other,Legal Fees,773xx,TX,5.71,0,Sep-99,1,45,,10,0,10852,80.50%,27,f,0,0,22236.31,22236.31,12017.02,9533.08,0,686.21,123.5178,15-Aug,432.09,16-Mar,INDIVIDUAL,0,0-10 years
13403,782531,985527,18000,13250,13250, 60 months,22.64%,370.79,F,F4,,2 years,RENT,60000,Not Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/11/11 > Clearing up high interest rates<br/> Borrower added on 06/13/11 > I would like to take this time to Thank all the investors.  I will not let you down, this will help me a great deal.  Thank you again.<br/> Borrower added on 06/16/11 > I appreciate the confidence that my investors have in me..I will not let you down,,,,thank you again<br/> Borrower added on 06/24/11 > With 7 hours to go, this is wonderful to see just how many investors have this confidence in me.  Without you all this wouldn't be possible... I once again want to say I will not let you down, thank you.<br/>",debt_consolidation,Debt Consolidation Loan,282xx,NC,18,0,Sep-89,3,36,82,11,1,18635,90%,32,f,0,0,2055.93,2055.93,494.7,981.38,0,579.85,5.57,11-Oct,370.79,12-Mar,INDIVIDUAL,0,0-10 years
13405,739203,936757,2500,2500,2500, 36 months,13.84%,85.25,C,C2,,n/a,RENT,19464,Verified,6/1/2011,Charged Off,n,"  Borrower added on 06/10/11 > I'm using the funds to pay for hospitalization bills, credit card debt &amp; other expenses.<br/>What makes me a good borrower is that I pay my debts first monthly.<br/>I don't have to pay monthly rent.<br/>I've been receiving this monthly income for 4 years now. Very stable!<br/>",other,Personal Loan,754xx,TX,13.87,0,Nov-94,3,25,115,5,1,792,13.10%,20,f,0,0,468.99,468.99,214.05,111.11,14.96129032,128.87,23.1966,11-Nov,85.25,12-Mar,INDIVIDUAL,1,n/a
13420,777608,980124,2800,2800,2800, 36 months,8.90%,88.91,A,A5,East Baton Rouge Parish School System,10+ years,RENT,54000,Source Verified,6/1/2011,Charged Off,n,,other,Summer 2011,708xx,LA,13.49,0,Mar-85,0,24,,10,0,25619,83.40%,23,f,0,0,2820.41,2820.41,2339.14,390.8,14.95023057,75.52,0.642000003,14-Jan,88.91,14-Jun,INDIVIDUAL,0,10+ years
13426,781775,984692,16800,16800,16775, 60 months,16.11%,409.53,C,C5,Metroplitan Police Department,5 years,MORTGAGE,58764,Verified,6/1/2011,Charged Off,n,  Borrower added on 06/10/11 > Thank you for giving me the opportunity to consolidate my monthly bill. I will be paying all my credit cards and the remainder of car note. That will help decreased my monthly bill and I will make more than the minimum payment every month.<br/> Borrower added on 06/10/11 > thank you very much again<br/>,debt_consolidation,Consolidation,201xx,VA,16.36,0,Feb-99,2,25,73,13,1,8043,38.70%,28,f,0,0,4820.99,4813.87,1939.13,2363.89,0,517.97,6.02,12-Jul,215,12-Nov,INDIVIDUAL,0,0-10 years
